swap_number,battery_id,datetime,day_of_week,station_id,customer_id,charge_Remaining,provided_battery_id,provided_battery_charge,charging_destination,swap_success
2241,16,05/01/2023 2:31,Thursday,16,368,40,405,87,solar farm,1
2242,647,05/01/2023 2:32,Thursday,14,175,49,486,70,same station,1
2243,60,05/01/2023 2:32,Thursday,11,537,33,381,67,solar farm,1
2244,869,05/01/2023 2:35,Thursday,6,202,28,359,78,residential area,1
2245,466,05/01/2023 2:37,Thursday,18,466,6,123,80,same station,1
2246,457,05/01/2023 2:38,Thursday,19,480,25,72,77,solar farm,1
2247,345,05/01/2023 2:41,Thursday,1,23,51,196,86,residential area,1
2248,445,05/01/2023 2:42,Thursday,19,400,23,595,83,solar farm,1
2249,502,05/01/2023 2:48,Thursday,18,125,53,190,74,same station,1
2250,82,05/01/2023 2:49,Thursday,11,436,20,320,58,same station,1
2251,124,05/01/2023 2:49,Thursday,8,216,14,904,76,residential area,1
2252,882,05/01/2023 2:50,Thursday,8,460,32,420,84,solar farm,1
2253,7,05/01/2023 2:51,Thursday,5,82,57,490,98,solar farm,1
2254,365,05/01/2023 2:59,Thursday,7,275,40,956,75,solar farm,1
2255,301,05/01/2023 2:59,Thursday,13,584,56,5,75,residential area,1
2256,48,05/01/2023 3:05,Thursday,17,270,49,219,92,same station,1
2257,790,05/01/2023 3:06,Thursday,8,128,53,707,86,solar farm,1
2258,311,05/01/2023 3:07,Thursday,4,561,20,36,59,solar farm,1
2259,358,05/01/2023 3:07,Thursday,1,433,40,825,86,solar farm,1
2260,470,05/01/2023 3:10,Thursday,10,140,10,269,75,same station,1
2261,151,05/01/2023 3:12,Thursday,15,395,7,966,76,solar farm,1
2262,655,05/01/2023 3:14,Thursday,16,537,9,847,83,same station,1
2263,918,05/01/2023 3:16,Thursday,6,363,16,487,94,solar farm,1
2264,568,05/01/2023 3:16,Thursday,15,539,26,581,85,residential area,1
2265,483,05/01/2023 3:20,Thursday,9,644,57,112,77,same station,1
2266,841,05/01/2023 3:30,Thursday,9,683,11,964,82,residential area,1
2267,83,05/01/2023 3:32,Thursday,2,178,45,168,88,solar farm,1
2268,293,05/01/2023 3:32,Thursday,4,487,38,992,55,residential area,1
2269,835,05/01/2023 3:36,Thursday,9,529,33,353,75,same station,1
2270,588,05/01/2023 3:39,Thursday,17,112,3,842,63,solar farm,1
2271,586,05/01/2023 3:47,Thursday,7,198,17,77,83,same station,1
2272,385,05/01/2023 3:52,Thursday,5,9,6,653,61,residential area,1
2273,934,05/01/2023 3:55,Thursday,11,478,57,75,74,residential area,1
2274,239,05/01/2023 3:56,Thursday,15,296,25,980,97,solar farm,1
2275,235,05/01/2023 3:58,Thursday,20,59,24,983,98,residential area,1
2276,950,05/01/2023 4:06,Thursday,6,463,51,988,70,residential area,1
2277,517,05/01/2023 4:12,Thursday,7,520,43,931,71,same station,1
2278,161,05/01/2023 4:14,Thursday,6,95,58,119,64,solar farm,1
2279,402,05/01/2023 4:14,Thursday,2,567,32,890,64,same station,1
2280,82,05/01/2023 4:15,Thursday,18,16,27,229,72,residential area,1
2281,937,05/01/2023 4:15,Thursday,10,692,49,560,77,solar farm,1
2282,649,05/01/2023 4:16,Thursday,4,381,12,366,76,residential area,1
2283,452,05/01/2023 4:17,Thursday,11,685,10,676,95,residential area,1
2284,740,05/01/2023 4:20,Thursday,7,53,27,718,62,residential area,1
2285,295,05/01/2023 4:23,Thursday,13,61,42,679,88,residential area,1
2286,658,05/01/2023 4:26,Thursday,12,156,33,881,80,same station,1
2287,919,05/01/2023 4:26,Thursday,4,184,39,665,76,residential area,1
2288,493,05/01/2023 4:28,Thursday,20,212,55,349,81,residential area,1
2289,909,05/01/2023 4:28,Thursday,12,105,4,122,64,residential area,1
2290,323,05/01/2023 4:32,Thursday,5,639,20,596,95,solar farm,1
2291,606,05/01/2023 4:33,Thursday,8,654,32,513,73,solar farm,1
2292,163,05/01/2023 4:34,Thursday,5,203,20,348,64,residential area,1
2293,303,05/01/2023 4:35,Thursday,12,185,60,586,77,solar farm,1
2294,488,05/01/2023 4:36,Thursday,1,243,48,497,87,residential area,1
2295,941,05/01/2023 4:36,Thursday,13,57,31,758,83,solar farm,1
2296,497,05/01/2023 4:51,Thursday,6,622,39,339,59,same station,1
2297,358,05/01/2023 4:54,Thursday,20,698,3,768,82,solar farm,1
2298,923,05/01/2023 4:54,Thursday,3,183,53,39,68,residential area,1
2299,73,05/01/2023 4:58,Thursday,6,303,3,802,97,residential area,1
2300,619,05/01/2023 5:09,Thursday,6,430,51,882,96,residential area,1
2301,802,05/01/2023 5:11,Thursday,6,209,48,433,56,solar farm,1
2302,758,05/01/2023 5:13,Thursday,2,518,28,480,87,same station,1
2303,742,05/01/2023 5:14,Thursday,3,700,24,917,90,same station,1
2304,843,05/01/2023 5:15,Thursday,2,330,14,403,87,residential area,1
2305,211,05/01/2023 5:16,Thursday,12,387,51,937,76,solar farm,1
2306,781,05/01/2023 5:20,Thursday,10,126,38,415,68,solar farm,1
2307,309,05/01/2023 5:24,Thursday,13,340,53,757,80,residential area,1
2308,477,05/01/2023 5:25,Thursday,7,446,19,181,65,solar farm,1
2309,426,05/01/2023 5:28,Thursday,6,349,15,100,96,residential area,1
2310,285,05/01/2023 5:29,Thursday,9,122,9,653,69,same station,1
2311,627,05/01/2023 5:31,Thursday,4,281,12,985,59,same station,1
2312,222,05/01/2023 5:34,Thursday,6,181,48,612,79,same station,1
2313,467,05/01/2023 5:35,Thursday,3,456,9,606,65,residential area,1
2314,941,05/01/2023 5:35,Thursday,6,252,36,93,90,same station,1
2315,627,05/01/2023 5:36,Thursday,20,65,7,882,64,same station,1
2316,786,05/01/2023 5:36,Thursday,11,111,53,872,92,residential area,1
2317,240,05/01/2023 5:37,Thursday,6,644,39,937,93,same station,1
2318,392,05/01/2023 5:42,Thursday,12,646,8,611,97,solar farm,1
2319,139,05/01/2023 5:44,Thursday,9,532,44,446,98,same station,1
2320,774,05/01/2023 5:52,Thursday,6,483,55,293,72,same station,1
2321,934,05/01/2023 5:57,Thursday,12,385,51,521,76,same station,1
2322,194,05/01/2023 5:57,Thursday,18,557,55,62,82,same station,1
2323,673,05/01/2023 6:00,Thursday,17,96,8,423,78,residential area,1
2324,934,05/01/2023 6:00,Thursday,20,247,35,166,58,solar farm,1
2325,937,05/01/2023 6:02,Thursday,1,187,25,339,95,residential area,1
2326,644,05/01/2023 6:05,Thursday,15,569,51,447,60,same station,1
2327,36,05/01/2023 6:07,Thursday,8,442,34,155,58,solar farm,1
2328,446,05/01/2023 6:07,Thursday,6,158,57,799,74,residential area,1
2329,99,05/01/2023 6:10,Thursday,15,645,22,204,98,solar farm,1
2330,532,05/01/2023 6:11,Thursday,11,131,12,927,66,same station,1
2331,407,05/01/2023 6:14,Thursday,11,309,29,57,81,solar farm,1
2332,246,05/01/2023 6:15,Thursday,18,556,23,964,98,same station,1
2333,990,05/01/2023 6:16,Thursday,18,546,25,381,55,residential area,1
2334,863,05/01/2023 6:16,Thursday,7,256,32,21,60,residential area,1
2335,741,05/01/2023 6:17,Thursday,10,584,24,413,94,solar farm,1
2336,54,05/01/2023 6:21,Thursday,13,98,1,60,85,residential area,1
2337,561,05/01/2023 6:23,Thursday,9,159,40,29,58,residential area,1
2338,142,05/01/2023 6:26,Thursday,7,537,33,595,90,same station,1
2339,143,05/01/2023 6:26,Thursday,12,169,37,679,99,same station,1
2340,199,05/01/2023 6:28,Thursday,2,619,28,88,60,same station,1
2341,188,05/01/2023 6:31,Thursday,19,676,24,4,57,same station,1
2342,710,05/01/2023 6:31,Thursday,14,231,2,566,95,residential area,1
2343,888,05/01/2023 6:31,Thursday,5,577,25,780,60,residential area,1
2344,102,05/01/2023 6:34,Thursday,19,484,55,898,63,residential area,1
2345,90,05/01/2023 6:38,Thursday,13,592,15,71,85,same station,1
2346,216,05/01/2023 6:40,Thursday,15,505,47,293,96,same station,1
2347,781,05/01/2023 6:41,Thursday,6,608,31,991,72,residential area,1
2348,581,05/01/2023 6:47,Thursday,17,256,55,194,61,same station,1
2349,357,05/01/2023 6:47,Thursday,4,393,43,336,95,same station,1
2350,177,05/01/2023 6:47,Thursday,6,355,6,369,75,same station,1
2351,373,05/01/2023 6:49,Thursday,14,486,30,844,62,same station,1
2352,664,05/01/2023 6:52,Thursday,14,194,23,639,58,residential area,1
2353,116,05/01/2023 6:52,Thursday,5,627,40,649,60,residential area,1
2354,227,05/01/2023 6:53,Thursday,4,563,14,647,61,solar farm,1
2355,475,05/01/2023 6:56,Thursday,10,239,15,30,65,same station,1
2356,160,05/01/2023 6:57,Thursday,4,218,43,408,75,residential area,1
2357,100,05/01/2023 6:59,Thursday,18,681,50,821,66,residential area,1
2358,42,05/01/2023 6:59,Thursday,11,99,11,693,60,residential area,1
2359,347,05/01/2023 7:02,Thursday,18,195,9,768,79,same station,1
2360,152,05/01/2023 7:02,Thursday,17,314,47,564,91,solar farm,1
2361,980,05/01/2023 7:05,Thursday,8,119,24,259,96,same station,1
2362,226,05/01/2023 7:07,Thursday,1,209,47,733,92,residential area,1
2363,267,05/01/2023 7:10,Thursday,8,508,20,659,70,same station,1
2364,18,05/01/2023 7:25,Thursday,2,296,17,247,88,residential area,1
2365,245,05/01/2023 7:26,Thursday,15,457,55,566,95,solar farm,1
2366,928,05/01/2023 7:32,Thursday,14,49,40,370,91,same station,1
2367,414,05/01/2023 7:32,Thursday,10,4,8,111,65,solar farm,1
2368,560,05/01/2023 7:34,Thursday,2,283,15,21,77,solar farm,1
2369,854,05/01/2023 7:37,Thursday,5,337,52,86,81,residential area,1
2370,784,05/01/2023 7:40,Thursday,5,242,26,31,86,solar farm,1
2371,538,05/01/2023 7:42,Thursday,5,124,37,611,63,residential area,1
2372,470,05/01/2023 7:46,Thursday,16,111,54,238,73,residential area,1
2373,410,05/01/2023 7:51,Thursday,19,662,10,246,74,same station,1
2374,836,05/01/2023 7:56,Thursday,15,216,6,945,81,same station,1
2375,893,05/01/2023 7:57,Thursday,4,479,38,987,58,residential area,1
2376,34,05/01/2023 7:57,Thursday,6,504,18,157,67,residential area,1
2377,223,05/01/2023 7:59,Thursday,4,477,5,718,99,same station,1
2378,205,05/01/2023 8:00,Thursday,15,510,42,660,90,residential area,1
2379,628,05/01/2023 8:01,Thursday,20,82,16,890,57,same station,1
2380,633,05/01/2023 8:02,Thursday,16,216,22,489,83,same station,1
2381,143,05/01/2023 8:04,Thursday,7,616,48,43,78,solar farm,1
2382,529,05/01/2023 8:08,Thursday,16,155,47,471,78,residential area,1
2383,227,05/01/2023 8:15,Thursday,10,68,7,18,92,residential area,1
2384,653,05/01/2023 8:16,Thursday,16,474,55,693,61,solar farm,1
2385,195,05/01/2023 8:19,Thursday,4,148,41,817,97,solar farm,1
2386,104,05/01/2023 8:22,Thursday,20,182,46,935,99,solar farm,1
2387,935,05/01/2023 8:23,Thursday,6,285,49,620,96,solar farm,1
2388,663,05/01/2023 8:26,Thursday,18,119,3,981,71,same station,1
2389,865,05/01/2023 8:31,Thursday,6,504,23,285,57,same station,1
2390,546,05/01/2023 8:31,Thursday,13,300,21,819,72,solar farm,1
2391,543,05/01/2023 8:31,Thursday,12,429,1,29,96,solar farm,1
2392,520,05/01/2023 8:33,Thursday,7,158,5,435,96,residential area,1
2393,686,05/01/2023 8:36,Thursday,14,271,10,59,62,solar farm,1
2394,571,05/01/2023 8:36,Thursday,15,248,6,813,57,same station,1
2395,579,05/01/2023 8:37,Thursday,8,693,18,137,78,residential area,1
2396,177,05/01/2023 8:46,Thursday,7,225,12,40,57,same station,1
2397,186,05/01/2023 8:46,Thursday,5,544,37,633,95,same station,1
2398,637,05/01/2023 8:47,Thursday,12,567,21,389,81,residential area,1
2399,357,05/01/2023 8:51,Thursday,1,76,8,542,86,solar farm,1
2400,460,05/01/2023 8:59,Thursday,17,166,48,483,56,same station,1
2401,831,05/01/2023 9:00,Thursday,4,267,20,208,66,solar farm,1
2402,811,05/01/2023 9:01,Thursday,13,614,11,120,55,solar farm,1
2403,678,05/01/2023 9:02,Thursday,2,42,40,667,67,same station,1
2404,31,05/01/2023 9:03,Thursday,4,283,20,920,80,same station,1
2405,647,05/01/2023 9:06,Thursday,5,238,21,776,57,solar farm,1
2406,519,05/01/2023 9:07,Thursday,6,387,4,606,94,residential area,1
2407,176,05/01/2023 9:19,Thursday,13,283,16,714,81,solar farm,1
2408,711,05/01/2023 9:23,Thursday,11,388,18,626,93,same station,1
2409,612,05/01/2023 9:24,Thursday,19,5,24,9,82,residential area,1
2410,475,05/01/2023 9:26,Thursday,7,376,36,997,84,solar farm,1
2411,564,05/01/2023 9:32,Thursday,18,163,59,992,87,solar farm,1
2412,67,05/01/2023 9:35,Thursday,4,341,34,461,81,residential area,1
2413,184,05/01/2023 9:38,Thursday,11,267,25,810,62,solar farm,1
2414,313,05/01/2023 9:40,Thursday,11,553,44,202,68,solar farm,1
2415,957,05/01/2023 9:41,Thursday,14,693,17,355,61,same station,1
2416,455,05/01/2023 9:42,Thursday,10,33,51,3,57,same station,1
2417,700,05/01/2023 9:47,Thursday,11,46,11,916,90,same station,1
2418,984,05/01/2023 9:47,Thursday,16,572,21,50,72,residential area,1
2419,37,05/01/2023 9:51,Thursday,14,170,29,489,60,residential area,1
2420,860,05/01/2023 9:51,Thursday,16,306,14,640,82,same station,1
2421,102,05/01/2023 9:52,Thursday,16,643,3,979,84,solar farm,1
2422,650,05/01/2023 9:52,Thursday,19,558,13,507,84,same station,1
2423,480,05/01/2023 9:53,Thursday,3,531,14,296,55,same station,1
2424,456,05/01/2023 10:02,Thursday,7,519,51,556,68,solar farm,1
2425,632,05/01/2023 10:06,Thursday,18,276,60,481,96,solar farm,1
2426,744,05/01/2023 10:07,Thursday,8,291,57,470,85,residential area,1
2427,25,05/01/2023 10:09,Thursday,1,503,35,975,86,same station,1
2428,26,05/01/2023 10:10,Thursday,3,328,47,433,72,residential area,1
2429,880,05/01/2023 10:13,Thursday,17,475,28,218,71,residential area,1
2430,393,05/01/2023 10:15,Thursday,17,306,47,283,86,residential area,1
2431,293,05/01/2023 10:20,Thursday,10,570,29,565,85,residential area,1
2432,764,05/01/2023 10:25,Thursday,10,121,1,819,69,residential area,1
2433,970,05/01/2023 10:27,Thursday,14,493,12,841,96,same station,1
2434,436,05/01/2023 10:27,Thursday,12,519,18,650,59,solar farm,1
2435,572,05/01/2023 10:27,Thursday,9,164,31,858,90,solar farm,1
2436,170,05/01/2023 10:27,Thursday,16,37,30,492,61,same station,1
2437,437,05/01/2023 10:28,Thursday,11,495,12,718,96,same station,1
2438,327,05/01/2023 10:30,Thursday,6,334,1,860,90,residential area,1
2439,86,05/01/2023 10:31,Thursday,18,156,30,403,87,residential area,1
2440,226,05/01/2023 10:34,Thursday,19,357,40,881,81,same station,1
2441,32,05/01/2023 10:35,Thursday,11,186,49,178,62,solar farm,1
2442,517,05/01/2023 10:36,Thursday,10,473,26,765,89,solar farm,1
2443,740,05/01/2023 10:39,Thursday,14,595,51,800,97,residential area,1
2444,845,05/01/2023 10:40,Thursday,8,351,34,525,72,residential area,1
2445,572,05/01/2023 10:42,Thursday,17,287,36,247,92,solar farm,1
2446,876,05/01/2023 10:43,Thursday,13,565,16,874,68,same station,1
2447,149,05/01/2023 10:43,Thursday,15,160,51,963,85,residential area,1
2448,858,05/01/2023 10:50,Thursday,8,114,55,391,82,residential area,1
2449,930,05/01/2023 10:51,Thursday,20,105,1,858,94,solar farm,1
2450,962,05/01/2023 10:56,Thursday,12,391,25,980,55,same station,1
2451,219,05/01/2023 10:56,Thursday,3,382,50,534,97,residential area,1
2452,64,05/01/2023 10:59,Thursday,5,523,54,381,76,residential area,1
2453,691,05/01/2023 10:59,Thursday,7,330,14,420,67,residential area,1
2454,102,05/01/2023 11:00,Thursday,14,661,21,590,56,residential area,1
2455,127,05/01/2023 11:02,Thursday,12,270,44,502,80,same station,1
2456,115,05/01/2023 11:03,Thursday,16,343,58,896,77,same station,1
2457,881,05/01/2023 11:04,Thursday,7,370,20,121,82,same station,1
2458,615,05/01/2023 11:09,Thursday,5,276,59,591,56,same station,0
2459,211,05/01/2023 11:13,Thursday,19,611,49,199,87,residential area,1
2460,586,05/01/2023 11:14,Thursday,15,612,44,874,86,same station,1
2461,482,05/01/2023 11:33,Thursday,4,111,34,589,88,solar farm,1
2462,82,05/01/2023 11:37,Thursday,5,165,5,786,71,same station,1
2463,760,05/01/2023 11:40,Thursday,16,131,47,192,58,residential area,1
2464,852,05/01/2023 11:45,Thursday,5,377,53,743,64,same station,1
2465,291,05/01/2023 11:55,Thursday,11,295,40,912,96,same station,1
2466,35,05/01/2023 11:56,Thursday,4,381,31,687,87,residential area,1
2467,725,05/01/2023 11:57,Thursday,4,40,43,976,88,residential area,1
2468,209,05/01/2023 11:57,Thursday,20,496,19,199,96,same station,1
2469,488,05/01/2023 11:58,Thursday,3,340,45,712,84,solar farm,1
2470,218,05/01/2023 11:58,Thursday,9,533,49,320,63,same station,1
2471,472,05/01/2023 11:58,Thursday,20,113,2,75,91,same station,1
2472,724,05/01/2023 11:59,Thursday,2,532,18,26,65,residential area,1
2473,684,05/01/2023 11:59,Thursday,8,665,21,620,60,solar farm,1
2474,494,05/01/2023 12:01,Thursday,20,408,55,686,70,residential area,1
2475,836,05/01/2023 12:04,Thursday,9,594,29,917,84,residential area,1
2476,990,05/01/2023 12:05,Thursday,15,413,45,949,83,same station,1
2477,191,05/01/2023 12:06,Thursday,3,48,41,968,86,same station,1
2478,908,05/01/2023 12:07,Thursday,14,384,3,67,83,residential area,1
2479,725,05/01/2023 12:11,Thursday,17,120,56,649,62,solar farm,1
2480,671,05/01/2023 12:11,Thursday,4,206,10,179,78,solar farm,1
2481,760,05/01/2023 12:12,Thursday,20,689,21,375,77,residential area,1
2482,737,05/01/2023 12:16,Thursday,4,254,51,20,74,solar farm,1
2483,202,05/01/2023 12:16,Thursday,5,624,10,378,64,residential area,1
2484,906,05/01/2023 12:17,Thursday,9,500,6,593,58,same station,1
2485,617,05/01/2023 12:20,Thursday,13,401,43,334,89,same station,1
2486,51,05/01/2023 12:21,Thursday,16,389,13,944,74,residential area,1
2487,380,05/01/2023 12:21,Thursday,8,586,60,763,83,solar farm,1
2488,881,05/01/2023 12:23,Thursday,3,96,22,29,74,residential area,1
2489,321,05/01/2023 12:26,Thursday,14,577,25,273,56,residential area,1
2490,277,05/01/2023 12:36,Thursday,17,294,50,530,70,same station,1
2491,569,05/01/2023 12:39,Thursday,7,468,16,224,76,same station,1
2492,129,05/01/2023 12:42,Thursday,7,493,13,312,81,solar farm,1
2493,307,05/01/2023 12:42,Thursday,1,460,18,929,57,same station,1
2494,491,05/01/2023 12:46,Thursday,2,683,58,898,95,residential area,1
2495,790,05/01/2023 12:49,Thursday,5,141,22,65,63,residential area,1
2496,402,05/01/2023 12:49,Thursday,20,441,16,862,95,solar farm,1
2497,605,05/01/2023 12:58,Thursday,6,23,2,901,98,same station,1
2498,436,05/01/2023 12:58,Thursday,16,306,8,85,71,residential area,1
2499,629,05/01/2023 13:02,Thursday,9,598,18,540,93,residential area,1
2500,856,05/01/2023 13:05,Thursday,13,152,60,250,69,residential area,1
2501,291,05/01/2023 13:05,Thursday,16,669,36,741,73,solar farm,1
2502,286,05/01/2023 13:12,Thursday,3,541,34,434,64,solar farm,1
2503,809,05/01/2023 13:15,Thursday,5,140,1,864,75,residential area,1
2504,361,05/01/2023 13:17,Thursday,1,386,27,998,76,same station,1
2505,53,05/01/2023 13:19,Thursday,5,216,60,507,84,same station,1
2506,915,05/01/2023 13:20,Thursday,7,438,43,24,74,same station,1
2507,255,05/01/2023 13:21,Thursday,7,154,36,562,66,residential area,1
2508,535,05/01/2023 13:25,Thursday,17,629,24,430,68,residential area,1
2509,367,05/01/2023 13:25,Thursday,17,1,4,637,95,same station,1
2510,595,05/01/2023 13:26,Thursday,5,396,6,833,97,same station,1
2511,436,05/01/2023 13:26,Thursday,17,581,36,96,75,residential area,1
2512,360,05/01/2023 13:34,Thursday,3,368,51,871,73,solar farm,1
2513,591,05/01/2023 13:35,Thursday,4,458,14,95,90,residential area,1
2514,701,05/01/2023 13:37,Thursday,9,664,40,75,99,solar farm,1
2515,782,05/01/2023 13:44,Thursday,8,274,22,990,71,residential area,1
2516,682,05/01/2023 13:56,Thursday,14,512,54,615,57,residential area,1
2517,318,05/01/2023 13:59,Thursday,11,348,46,98,72,same station,1
2518,83,05/01/2023 13:59,Thursday,5,215,54,162,60,solar farm,1
2519,260,05/01/2023 13:59,Thursday,18,289,19,672,67,same station,1
2520,842,05/01/2023 14:01,Thursday,4,576,51,24,70,same station,1
2521,154,05/01/2023 14:02,Thursday,15,84,59,207,77,same station,1
2522,488,05/01/2023 14:08,Thursday,20,161,39,595,74,same station,1
2523,886,05/01/2023 14:13,Thursday,13,413,47,516,91,same station,1
2524,221,05/01/2023 14:14,Thursday,20,341,9,709,70,residential area,1
2525,277,05/01/2023 14:18,Thursday,3,659,4,776,87,same station,1
2526,442,05/01/2023 14:25,Thursday,15,13,6,340,60,residential area,1
2527,177,05/01/2023 14:27,Thursday,15,630,33,859,90,solar farm,1
2528,526,05/01/2023 14:28,Thursday,3,689,52,863,92,solar farm,1
2529,331,05/01/2023 14:30,Thursday,5,474,6,391,89,same station,1
2530,470,05/01/2023 14:32,Thursday,16,673,40,728,77,same station,1
2531,998,05/01/2023 14:35,Thursday,9,694,17,586,98,residential area,1
2532,264,05/01/2023 14:38,Thursday,17,217,18,162,90,same station,1
2533,165,05/01/2023 14:40,Thursday,20,532,24,653,90,solar farm,1
2534,471,05/01/2023 14:42,Thursday,15,61,45,939,74,same station,1
2535,720,05/01/2023 14:43,Thursday,15,256,20,414,75,residential area,1
2536,815,05/01/2023 14:44,Thursday,20,92,48,786,60,solar farm,1
2537,395,05/01/2023 14:55,Thursday,19,135,50,533,77,residential area,1
2538,339,05/01/2023 14:56,Thursday,19,498,13,140,96,residential area,1
2539,935,05/01/2023 15:00,Thursday,6,67,43,828,60,residential area,1
2540,554,05/01/2023 15:02,Thursday,9,312,42,131,78,residential area,1
2541,276,05/01/2023 15:04,Thursday,12,409,60,255,93,residential area,1
2542,219,05/01/2023 15:05,Thursday,14,555,44,478,59,solar farm,1
2543,705,05/01/2023 15:05,Thursday,9,536,24,257,86,same station,1
2544,76,05/01/2023 15:07,Thursday,1,51,57,321,56,residential area,0
